usid,term,chief,name,issue,issue_description,liberal_flag,precedent
335US437,1948,Vinson,UVEGES v. PENNSYLVANIA,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
335US451,1948,Vinson,McDONALD ET AL. v. UNITED STATES,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
335US464,1948,Vinson,"GOESAERT ET AL. v. CLEARY ET AL., MEMBERS OF THE LIQUOR CONTROL COMMISSION OF MICHIGAN",20140,sex discrimination in employment (cf. sex discrimination),0,0
335US497,1948,Vinson,FRAZIER v. UNITED STATES,10190,extra-legal jury influences: miscellaneous,0,0
335US525,1948,Vinson,LINCOLN FEDERAL LABOR UNION et al. v. NORTHWESTERN IRON & METAL CO. et al.,70030,union or closed shop: includes agency shop litigation,0,1
335US632,1948,Vinson,COMMISSIONER OF INTERNAL REVENUE v. ESTATE OF CHURCH,120010,"federal taxation, typically under provisions of the Internal Revenue Code",1,1
335US701,1948,Vinson,ESTATE OF SPIEGEL ET AL. v. COMMISSIONER OF INTERNAL REVENUE,120010,"federal taxation, typically under provisions of the Internal Revenue Code",1,0
336US18,1948,Vinson,La CROSSE TELEPHONE CORP. v. WISCONSIN EMPLOYMENT RELATIONS BOARD ET AL.,100020,federal pre-emption of state court jurisdiction,1,0
336US53,1948,Vinson,"WILKERSON v. McCARTHY ET AL., TRUSTEES",80040,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,1,0
336US77,1948,Vinson,"KOVACS v. COOPER, JUDGE",30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,0,0
336US106,1948,Vinson,"RAILWAY EXPRESS AGENCY, INC. ET AL. v. NEW YORK",30020,"commercial speech, excluding attorneys",0,0
336US132,1948,Vinson,"CALLAWAY, TRUSTEE, ET AL. v. BENTON ET AL.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,0,0
336US155,1948,Vinson,"FISHER v. PACE, SHERIFF",10080,contempt of court or congress,0,0
336US169,1948,Vinson,"OTT, COMMISSIONER OF PUBLIC FINANCE, et al. v. MISSISSIPPI VALLEY BARGE LINE CO. et al.",80100,state or local government tax,1,1
336US245,1948,Vinson,"INTERNATIONAL UNION, U. A. W. A., A. F. OF L., LOCAL 232, ET AL. v. WISCONSIN EMPLOYMENT RELATIONS BOARD ET AL.",70110,labor-management disputes: antistrike injunction,0,0
336US301,1948,Vinson,ALGOMA PLYWOOD & VENEER CO. v. WISCONSIN EMPLOYMENT RELATIONS BOARD,100020,federal pre-emption of state court jurisdiction,0,0
336US342,1948,Vinson,OKLAHOMA TAX COMMISSION v. TEXAS COMPANY,100060,national supremacy: intergovernmental tax immunity,0,1
336US440,1948,Vinson,KRULEWITCH v. UNITED STATES,10290,subconstitutional fair procedure: conspiracy (cf. Federal Rules of Criminal Procedure: conspiracy),1,0
336US490,1948,Vinson,GIBONEY ET AL. v. EMPIRE STORAGE & ICE CO.,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
336US525,1948,Vinson,"H. P. HOOD & SONS, INC. v. DU MOND, COMMISSIONER OF AGRICULTURE AND MARKETS",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,0
336US684,1948,Vinson,"WADE v. HUNTER, WARDEN",10170,double jeopardy,0,0
336US725,1948,Vinson,CALIFORNIA v. ZOOK ET AL.,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",1,0
336US793,1948,Vinson,UNITED STATES v. WALLACE & TIERNAN CO. ET AL.,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
337US1,1948,Vinson,TERMINIELLO v. CHICAGO,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
337US137,1948,Vinson,SMITH v. UNITED STATES,10110,"self-incrimination, immunity from prosecution",1,0
337US154,1948,Vinson,"EMPRESA SIDERURGICA, S. A., ET AL. v. COUNTY OF MERCED ET AL.",80100,state or local government tax,1,0
337US163,1948,Vinson,"URIE v. THOMPSON, TRUSTEE",80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
337US241,1948,Vinson,WILLIAMS v. NEW YORK,40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),0,0
337US265,1948,Vinson,"FEDERAL COMMUNICATIONS COMMISSION v. WJR, THE GOODWILL STATION, INC. ET AL.",40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),0,0
337US293,1948,Vinson,STANDARD OIL COMPANY OF CALIFORNIA ET AL. v. UNITED STATES,80010,antitrust (except in the context of mergers and union antitrust),1,0
337US426,1948,Vinson,UNITED STATES v. INTERSTATE COMMERCE COMMISSION ET AL.,90120,judicial review of administrative agency's or administrative official's actions and procedures,1,0
337US472,1948,Vinson,"PROPPER, RECEIVER, v. CLARK, ATTORNEY GENERAL, AS SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, ET AL.",40070,"due process: takings clause, or other non-constitutional governmental taking of property",1,0
337US498,1948,Vinson,FEDERAL POWER COMMISSION v. PANHANDLE EASTERN PIPE LINE CO. ET AL.,80300,federal and some few state regulation of public utilities regulation: gas producer,0,0
337US530,1948,Vinson,RAGAN v. MERCHANTS TRANSFER & WAREHOUSE CO.,100130,miscellaneous federalism,0,0
337US535,1948,Vinson,WOODS v. INTERSTATE REALTY CO.,100130,miscellaneous federalism,0,0
337US541,1948,Vinson,"COHEN, EXECUTRIX, ET AL. v. BENEFICIAL INDUSTRIAL LOAN CORP. ET AL.",100130,miscellaneous federalism,0,0
337US562,1948,Vinson,"WHEELING STEEL CORP. v. GLANDER, TAX COMMISSIONER OF OHIO",80100,state or local government tax,0,0
337US582,1948,Vinson,"NATIONAL MUTUAL INSURANCE CO. v. TIDEWATER TRANSFER CO., INC.",90520,"miscellaneous judicial power, especially diversity jurisdiction",1,0
337US662,1948,Vinson,"INTERSTATE OIL PIPE LINE CO. v. STONE, CHAIRMAN STATE TAX COMMISSION",80100,state or local government tax,1,0
337US682,1948,Vinson,"LARSON, WAR ASSETS ADMINISTRATOR AND SURPLUS PROPERTY ADMINISTRATOR, v. DOMESTIC AND FOREIGN COMMERCE CORP.",80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",1,0
337US773,1948,Vinson,"GIBBS v. BURKE, WARDEN",10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
338US25,1948,Vinson,WOLF v. COLORADO,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
338US49,1948,Vinson,WATTS v. INDIANA,10010,involuntary confession,1,0
338US62,1948,Vinson,TURNER v. PENNSYLVANIA,10010,involuntary confession,1,0
338US68,1948,Vinson,HARRIS v. SOUTH CAROLINA,10010,involuntary confession,1,0
338US74,1948,Vinson,LUSTIG v. UNITED STATES,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
338US160,1948,Vinson,BRINEGAR v. UNITED STATES,10060,"search and seizure, vehicles",0,0
338US232,1949,Vinson,GRAHAM ET AL. v. BROTHERHOOD OF LOCOMOTIVE FIREMEN & ENGINEMEN,90140,venue,1,0
338US294,1949,Vinson,BROWN v. WESTERN RAILWAY OF ALABAMA,80040,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,1,0
338US338,1949,Vinson,UNITED STATES v. YELLOW CAB CO. ET AL.,80010,antitrust (except in the context of mergers and union antitrust),0,0
338US430,1949,Vinson,CARTER v. ATLANTA & ST. ANDREWS BAY RAILWAY CO.,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
338US464,1949,Vinson,FEDERAL POWER COMMISSION v. EAST OHIO GAS CO. ET AL.,80300,federal and some few state regulation of public utilities regulation: gas producer,1,0
338US537,1949,Vinson,"UNITED STATES EX REL. KNAUFF v. SHAUGHNESSY, ACTING DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION",30120,security risks: denial of benefits or dismissal of employees for reasons other than failure to meet loyalty oath requirements,0,0
338US552,1949,Vinson,BRYAN v. UNITED STATES,10370,Federal Rules of Criminal Procedure,0,0
339US56,1949,Vinson,UNITED STATES v. RABINOWITZ,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,1
339US200,1949,Vinson,"DARR v. BURFORD, WARDEN",90040,comity: habeas corpus,0,1
339US239,1949,Vinson,"SLOCUM, GENERAL CHAIRMAN, LACKAWANNA DIVISION NO. 30, ORDER OF RAILROAD TELEGRAPHERS, v. DELAWARE, LACKAWANNA & WESTERN RAILROAD CO.",100020,federal pre-emption of state court jurisdiction,1,0
339US276,1949,Vinson,"SOUTH ET AL. v. PETERS, CHAIRMAN OF THE GEORGIA STATE DEMOCRATIC EXECUTIVE COMMITTEE, ET AL.",90250,standing to sue: justiciable question,0,0
339US306,1949,Vinson,"MULLANE, SPECIAL GUARDIAN, v. CENTRAL HANOVER BANK & TRUST CO., TRUSTEE, ET AL.",40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),1,0
339US323,1949,Vinson,UNITED STATES v. BRYAN,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
339US349,1949,Vinson,UNITED STATES v. FLEISCHMAN,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
339US382,1949,Vinson,"AMERICAN COMMUNICATIONS ASSN., C. I. O., ET AL. v. DOUDS, REGIONAL DIRECTOR OF THE NATIONAL LABOR RELATIONS BOARD",30060,"federal or state internal security legislation: Smith, Internal Security, and related federal statutes",0,0
339US454,1949,Vinson,"INTERNATIONAL UNION OF UNITED AUTOMOBILE, ETC. WORKERS OF AMERICA, C. I. O., ET AL. v. O'BRIEN, PROSECUTING ATTORNEY, ET AL.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
339US460,1949,Vinson,HUGHES ET AL. v. SUPERIOR COURT OF CALIFORNIA FOR CONTRA COSTA COUNTY,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,0,0
339US470,1949,Vinson,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, ETC. UNION, LOCAL 309, ET AL. v. HANKE ET AL., DOING BUSINESS AS ATLAS AUTO REBUILD",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
339US485,1949,Vinson,UNITED STATES v. NATIONAL ASSOCIATION OF REAL ESTATE BOARDS ET AL.,80010,antitrust (except in the context of mergers and union antitrust),1,0
339US497,1949,Vinson,POWELL ET AL. v. UNITED STATES CARTRIDGE CO.,70040,Fair Labor Standards Act,1,0
339US532,1949,Vinson,"BUILDING SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 262, ET AL. v. GAZZAM",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
339US542,1949,Vinson,"CAPITOL GREYHOUND LINES ET AL. v. BRICE, COMMISSIONER OF MOTOR VEHICLES",80100,state or local government tax,1,0
339US594,1949,Vinson,"EWING, FEDERAL SECURITY ADMINISTRATOR, ET AL. v. MYTINGER & CASSELBERRY, INC.",40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),0,0
339US660,1949,Vinson,QUICKSALL v. MICHIGAN,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),0,0
339US667,1949,Vinson,SKELLY OIL CO. ET AL. v. PHILLIPS PETROLEUM CO.,90320,judicial administration: jurisdiction or authority of federal district courts or territorial courts,0,0
339US725,1949,Vinson,UNITED STATES v. GERLACH LIVE STOCK CO.,40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
339US799,1949,Vinson,UNITED STATES v. KANSAS CITY LIFE INSURANCE CO.,40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
339US827,1949,Vinson,"AUTOMATIC RADIO MANUFACTURING CO., INC. v. HAZELTINE RESEARCH, INC.",80180,patents and copyrights: patent,0,0
339US699,1949,Vinson,UNITED STATES v. FLORIDA,100040,Submerged Lands Act (cf. federal-state ownership dispute),1,0
339US707,1949,Vinson,UNITED STATES v. TEXAS,100010,federal-state ownership dispute (cf. Submerged Lands Act),1,0
340US36,1950,Vinson,"UNITED STATES v. MUNSINGWEAR, INC.",90460,judicial administration: collateral estoppel or res judicata,0,0
340US47,1950,Vinson,"UNITED STATES v. SECURITY TRUST & SAVINGS BANK, EXECUTOR, ET AL.",120030,priority of federal fiscal claims: over those of the states or private entities,1,0
340US76,1950,Vinson,UNITED STATES v. UNITED STATES GYPSUM CO. ET AL.,80010,antitrust (except in the context of mergers and union antitrust),0,0
340US128,1950,Vinson,"GUSIK v. SCHILDER, WARDEN",10020,habeas corpus,1,0
340US135,1950,Vinson,"FERES, EXECUTRIX, v. UNITED STATES",80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",1,0
340US147,1950,Vinson,GREAT ATLANTIC & PACIFIC TEA CO. v. SUPERMARKET EQUIPMENT CORP.,80180,patents and copyrights: patent,1,0
340US159,1950,Vinson,BLAU v. UNITED STATES,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),1,0
340US211,1950,Vinson,"KIEFER-STEWART CO. v. JOSEPH E. SEAGRAM & SONS, INC. ET AL.",80010,antitrust (except in the context of mergers and union antitrust),1,0
340US216,1950,Vinson,ALABAMA GREAT SOUTHERN RAILROAD CO. ET AL. v. UNITED STATES ET AL.,90120,judicial review of administrative agency's or administrative official's actions and procedures,0,0
340US231,1950,Vinson,STANDARD OIL CO. v. FEDERAL TRADE COMMISSION,80010,antitrust (except in the context of mergers and union antitrust),0,0
340US268,1950,Vinson,No. 17,30160,free exercise of religion,1,0
340US290,1950,Vinson,KUNZ v. NEW YORK,30160,free exercise of religion,1,0
340US315,1950,Vinson,FEINER v. NEW YORK,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
340US349,1950,Vinson,DEAN MILK CO. v. CITY OF MADISON ET AL.,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,0
340US367,1950,Vinson,ROGERS v. UNITED STATES,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
340US383,1950,Vinson,"AMALGAMATED ASSOCIATION OF STREET, ELECTRIC RAILWAY & MOTOR COACH EMPLOYEES OF AMERICA, DIVISION 998, ET AL. v. WISCONSIN EMPLOYMENT RELATIONS BOARD",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
340US474,1950,Vinson,UNIVERSAL CAMERA CORP. v. NATIONAL LABOR RELATIONS BOARD,90120,judicial review of administrative agency's or administrative official's actions and procedures,1,0
340US511,1950,Vinson,"CANTON RAILROAD CO. v. ROGAN ET AL., CONSTITUTING THE STATE TAX COMMISSION OF MARYLAND",80100,state or local government tax,1,0
340US534,1950,Vinson,NORTON COMPANY v. DEPARTMENT OF REVENUE OF ILLINOIS,80100,state or local government tax,0,0
340US602,1950,Vinson,"SPECTOR MOTOR SERVICE, INC. v. O'CONNOR, TAX COMMISSIONER",80100,state or local government tax,0,0
341US56,1950,Vinson,GERENDE v. BOARD OF SUPERVISORS OF ELECTIONS OF BALTIMORE,30100,loyalty oath: political party,0,0
341US58,1950,Vinson,UNITED STATES v. WILLIAMS ET AL.,10170,double jeopardy,0,0
341US70,1950,Vinson,UNITED STATES v. WILLIAMS ET AL.,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
341US97,1950,Vinson,WILLIAMS v. UNITED STATES,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",1,0
341US123,1950,Vinson,"JOINT ANTI-FASCIST REFUGEE COMMITTEE v. McGRATH, ATTORNEY GENERAL, ET AL.",90250,standing to sue: justiciable question,1,0
341US223,1950,Vinson,"JORDAN, DISTRICT DIRECTOR OF IMMIGRATION & NATURALIZATION, v. De GEORGE",20110,deportation (cf. immigration and naturalization),0,0
341US246,1950,Vinson,MONTANA-DAKOTA UTILITIES CO. v. NORTHWESTERN PUBLIC SERVICE CO.,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit",0,0
341US341,1950,Vinson,ALABAMA PUBLIC SERVICE COMMISSION ET AL. v. SOUTHERN RAILWAY CO.,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals",0,0
